data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,2,Rift Valley,Nakuru,1996,11,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1991,12,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1992,13,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1993,17,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1994,15,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1995,16,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1996,16,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,1,,Nairobi,1999,17,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,2,Central,Nyeri,1996,9,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,2,Central,Thika,1996,13,300
report,355597,J:\DATA\KEN\AIDS_IN_KENYA_REPORT\KEN_AIDS_IN_KENYA_2001_Y2017M12D21.PDF,KEN,2,Coast,Tiwi ,1994,17,300
report,355605,J:\DATA\KEN\ANC_HIV_SENTINEL_SURVEY\2010\KEN_ANC_HIV_SENTINEL_SURVEY_2010_Y2017M12D21.PDF,KEN,1,,Dagoretti,2010,2,200
report,355607,J:\DATA\KEN\ANC_HIV_SENTINEL_SURVEY\2011\KEN_ANC_HIV_SENTINEL_SURVEY_2011_REP_Y2017M12D21.PDF,KEN,1,,Dagoretti,2011,4.6,174
report,355607,J:\DATA\KEN\ANC_HIV_SENTINEL_SURVEY\2011\KEN_ANC_HIV_SENTINEL_SURVEY_2011_REP_Y2017M12D21.PDF,KEN,4,Rift Valley,Lodwar ,2011,13.1,315
report,355607,J:\DATA\KEN\ANC_HIV_SENTINEL_SURVEY\2011\KEN_ANC_HIV_SENTINEL_SURVEY_2011_REP_Y2017M12D21.PDF,KEN,5,Rift Valley,Maralal ,2011,5,270
report,355607,J:\DATA\KEN\ANC_HIV_SENTINEL_SURVEY\2011\KEN_ANC_HIV_SENTINEL_SURVEY_2011_REP_Y2017M12D21.PDF,KEN,5,Nyanza,Suba ,2011,30.3,238
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,1,,Kilimambogo,1994,0,300
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,2,Central,Maragua ,1994,7,300
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,2,Central,Maragua ,1995,12.7,300
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,2,Western,Mbale ,1994,11.9,300
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,2,Rift Valley,Mosoriot ,1994,2.4,300
report,355617,J:\DATA\KEN\HIV_SURVEILLANCE\KEN_ESTIMATING_NATIONAL_HIV_PREVALENCE_IN_KENYA_FROM_SENTINEL_SURVEILLANCE_DATA_1999_Y2017M12D21.PDF,KEN,1,,Motomo,1994,0,300
report,355669,J:\DATA\LBR\HIV_SENTINEL_SURVEY\2008\LBR_HIV_SENTINEL_SURVEY_2008_REP_Y2017M12D21.PDF,LBR,34,Urban,Martha Tubman Hospital,2007,8.5,472
report,355669,J:\DATA\LBR\HIV_SENTINEL_SURVEY\2008\LBR_HIV_SENTINEL_SURVEY_2008_REP_Y2017M12D21.PDF,LBR,34,Urban,Martha Tubman Hospital,2008,5.4,392
report,355669,J:\DATA\LBR\HIV_SENTINEL_SURVEY\2008\LBR_HIV_SENTINEL_SURVEY_2008_REP_Y2017M12D21.PDF,LBR,2,Rural,Senji Health Center,2007,10.4,260
report,355671,J:\DATA\MDG\BIOLOGICAL_SURVEILLANCE_SURVEY_ESB\2005\MDG_ESB_2005_REP_QUEST_Y2017M12D21.PDF,MDG,3,population masculine restante,Sainte Marie,2005,1.1,91
report,355671,J:\DATA\MDG\BIOLOGICAL_SURVEILLANCE_SURVEY_ESB\2005\MDG_ESB_2005_REP_QUEST_Y2017M12D21.PDF,MDG,2,population feminine restante,Sambava (%),2005,0,463
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1990,0,697
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1991,0,428
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1992,0,345
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1993,0,115
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1994,0,293
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1995,0,632
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),1996,0,11
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antananarivo  (%),2003,0.3,414
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsirabe (%),1994,0,134
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsirabe (%),1995,0,15
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1990,0,293
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1991,0,269
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1992,0,118
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1993,0,110
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1994,0,248
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1995,0,109
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),1996,0.38,529
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Antsiranana  (%),2003,1.51,72
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1990,0,41
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1991,0,139
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1992,0,95
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1993,0,90
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1994,0,179
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1995,0,57
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),1996,0,534
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Fianarantsoa  (%),2003,1.32,50
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1990,0,17
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1991,0,219
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1992,0,140
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1993,0,157
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1994,0,201
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1995,0,369
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),1996,0,543
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Mahajanga  (%),2003,1.49,198
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Manakara  (%),1992,0,23
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Manakara  (%),1994,0,132
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Manakara  (%),1995,0,99
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Manakara  (%),1996,0,89
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Morondava,1990,0,226
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Morondava,1992,0,36
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Morondava,1993,0,73
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Morondava,1994,1.45,69
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Morondava,1995,0,50
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Nosy Be  (%),1990,0,17
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Nosy Be  (%),1992,0,42
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Nosy Be  (%),1993,0,52
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Nosy Be  (%),1994,0,55
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Nosy Be  (%),1995,0,76
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1990,0,36
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1992,0,18
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1993,0.79,126
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1994,0,34
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1995,0,11
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sainte Marie (%),1996,0,28
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Sambava (%),1990,0,101
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1990,0,33
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1991,0,84
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1992,0,66
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1993,0,48
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1994,0,355
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1995,0.17,585
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,1996,1,100
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toamasina,2003,0.79,100
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tolagnaro  (%),1990,0,70
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tolagnaro  (%),1992,0,45
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tolagnaro  (%),1993,0,43
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tolagnaro  (%),1994,0,119
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tolagnaro  (%),1995,0,124
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1990,0,559
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1991,0,240
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1992,0,51
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1993,0,61
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1994,0,354
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1995,0,500
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,1996,0,100
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population masculine restante,Toliary,2003,1.17,51
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tsiroanomandidy  (%),1994,0,187
report,355675,J:\DATA\MDG\HIV_EPIDEMIOLOGICAL_PROFILE_REPORT\MDG_HIV_EPI_PROFILE_2007_Y2017M12D21.PDF,MDG,2,population feminine restante,Tsiroanomandidy  (%),1995,0,56
report,355677,J:\DATA\MWI\HIV_AIDS_IN_MALAWI_REPORT\MWI_HIV_AIDS_IN_MALAWI_2003_Y2017M12D21.PDF,MWI,1,Central Region,Mchinji,2001,23.8,500
report,355677,J:\DATA\MWI\HIV_AIDS_IN_MALAWI_REPORT\MWI_HIV_AIDS_IN_MALAWI_2003_Y2017M12D21.PDF,MWI,1,Southern Region,Nsanje,2001,35.8,500
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Southern Region,Gawanani HC,1999,25.8,66
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Northern Region,Kapolo HC,1999,17.4,172
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Southern Region,Mangochi,1999,27.2,499
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Central Region,Mchinji,1999,26.6,500
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Southern Region,Mulanje,1999,35.5,510
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,2,Northern Region,Rumphi,1999,22.2,477
report,355679,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYHPILIS_SERO_SURVEY_1999_2000_REP_Y2017M12D21.PDF,MWI,1,,St. John's,1999,23.3,610
report,355681,J:\DATA\MWI\HIV_SYPHILIS_SERO_SURVEY\MWI_HIV_SYPHILIS_SERO_SURVEY_1997_1998_REP_Y2017M12D21.PDF,MWI,1,,St. John's,1997,17,600
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM I,1987,1.3,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM I,1992,3.7,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM I,1994,4.4,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM I,1997,2.5,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM I,1999,3.8,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM III,1987,1.3,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM III,1992,3.7,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM III,1994,4.4,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM III,1997,2.5,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM III,1999,3.8,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM V,1987,1.3,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM V,1992,3.7,300
report,355683,J:\DATA\MLI\HIV_SURVEILLANCE\MLI_EPI_SURVEILLANCE_OF_HIV_IN_MALI_1985_2004_Y2017M12D21.PDF,MLI,2,Urbain,CSREF COM V,1994,4.4,300
